index,Country,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
22462,lt,ziezmariai,54.8,24.45,28.4,79.0,90.0,8.05
31291,pl,przeworsk,50.059053000000006,22.49486,28.4,92.0,90.0,11.41
27928,ph,comunal,13.2548,121.1366,,,,
26752,pe,puquio,-14.7,-74.1333333,38.31,78.0,8.0,2.24
39152,ru,yuryevets,57.320073,43.1041,26.34,97.0,92.0,4.36
45293,us,johnstown,40.326666700000004,-78.92222220000001,33.46,92.0,1.0,4.7
36869,ru,lukhovitsy,54.942620999999995,39.023819,34.17,100.0,92.0,13.09
26796,pe,sayan,-11.134166699999998,-77.1938889,59.46,94.0,36.0,3.91
7118,co,ocamonte,6.340007,-73.12205300000001,,,,
44142,us,burnsville,44.7677778,-93.2775,49.3,75.0,75.0,6.93
3896,br,santiago,-29.183333,-54.88333299999999,68.41,97.0,92.0,9.17
27137,ph,baculong,15.5379,120.6385,,,,
34571,ro,ulies,46.216667,25.233333,,,,
28013,ph,danao,10.520833,124.027222,89.6,59.0,20.0,8.05
7040,co,malambo,10.859533,-74.773861,81.32,83.0,40.0,10.29
17303,in,bilkha,21.433332999999998,70.6,77.14,46.0,100.0,7.94
6021,cn,huaibei,33.974444,116.79166699999999,45.69,49.0,0.0,8.61
5762,cm,kaele,10.1091667,14.450833300000001,68.95,26.0,8.0,10.33
41291,ua,holovyne,50.471184,28.825302,29.35,96.0,88.0,9.4
18363,in,kulpahar,25.316667000000002,79.65,73.09,42.0,88.0,4.59
17752,in,gokak,16.166667,74.833333,79.26,61.0,20.0,12.08
16833,in,aduturai,11.033333,79.483333,,,,
39625,sk,detva,48.5666667,19.4166667,21.2,92.0,75.0,2.35
33440,ro,lunca de jos,46.566666999999995,25.983333,23.64,88.0,36.0,3.58
36120,ru,kalmanka,52.899167000000006,83.54333299999999,6.8,84.0,90.0,11.18
10435,ee,kadrina,59.33472220000001,26.145,28.0,81.0,0.0,3.62
40670,tr,nusaybin,37.077795,41.217797,50.0,46.0,0.0,5.82
12246,gb,andover,51.2,-1.483333,38.35,93.0,36.0,3.36
4446,ca,bassano,50.783333,-112.46666699999999,15.94,77.0,20.0,7.27
41137,ua,balakliya,49.462699,36.859508,41.0,93.0,75.0,8.95
40249,th,pho chai,16.328269,103.770328,87.8,43.0,20.0,17.22
39484,se,trollhattan,58.266667000000005,12.3,28.4,100.0,32.0,6.93
37296,ru,novocheboksarsk,56.110946999999996,47.47755,32.0,93.0,90.0,6.71
14776,hn,azacualpa,14.7166667,-88.1,71.6,94.0,75.0,2.13
28188,ph,garchitorena,13.8804,123.6946,81.69,90.0,88.0,9.62
45852,us,south ogden,41.1919444,-111.97055559999998,32.79,68.0,90.0,11.41
2145,bm,hamilton,32.2941667,-64.7838889,64.4,72.0,40.0,8.05
1369,be,asse,50.916667,4.2,39.96,93.0,75.0,5.82
16900,in,ambad,19.616667,75.8,76.47,62.0,12.0,10.45
21451,jp,kariya,34.983333,136.98333300000002,50.0,71.0,75.0,1.12
28560,ph,laoag,18.1978,120.5957,84.2,70.0,75.0,11.41
4793,ca,milton,43.516667,-79.883333,39.84,100.0,92.0,15.37
11762,fr,lillers,50.56345,2.48042,41.47,100.0,90.0,6.93
25822,no,espeland,60.38333299999999,5.466667,35.6,100.0,40.0,10.29
13035,gb,west calder,55.833332999999996,-3.566667,43.61,93.0,0.0,8.05
18742,in,namakkal,11.233333,78.166667,81.42,84.0,8.0,4.41
29997,ph,san roque,13.2474,123.76899999999999,86.86,62.0,75.0,4.7
40913,tz,kibaha,-6.7666667,38.9166667,78.8,88.0,40.0,3.4
10393,ec,tena,-0.9833333000000001,-77.8166667,51.85,90.0,8.0,2.35
35855,ru,gavrilovka vtoraya,52.876971,42.766331,34.48,93.0,92.0,16.89
27153,ph,bagakay,8.1454,123.8157,82.41,83.0,64.0,4.63
26092,no,stryn,61.916667000000004,6.783333,27.01,96.0,88.0,1.61
23298,mx,acuautla,19.333333,-98.85,,,,
39520,si,hrastnik,46.146111100000006,15.0813889,17.6,92.0,20.0,1.12
31999,py,san juan nepomuceno,-26.1,-55.966667,73.27,88.0,44.0,3.85
41015,tz,mlowo,-9.0,32.9833333,71.29,83.0,0.0,2.91
35971,ru,gusevskiy,55.661988,40.562668,33.27,98.0,92.0,9.89
32468,ro,bucium,46.233333,23.216667,33.8,80.0,75.0,11.41
45383,us,las piedras,18.185,-65.8666667,,,,
1390,be,begijnendijk,51.016667,4.766667,39.9,93.0,75.0,9.17
40980,tz,malya,-2.9833333,33.5166667,71.34,93.0,0.0,5.75
17903,in,ichchapuram,19.116667,84.7,78.09,57.0,8.0,5.59
872,au,lara,-38.02388,144.406174,59.0,77.0,90.0,16.11
19890,ir,gerash,27.6652,54.1371,44.6,75.0,0.0,3.24
43396,us,west chicago,41.8847222,-88.20388890000001,49.03,61.0,1.0,11.41
3938,br,sao francisco de assis,-29.55,-55.13333299999999,68.41,99.0,68.0,10.56
38569,ru,tolstoy-yurt,43.445482,45.779012,34.12,76.0,24.0,0.89
10444,ee,karksi-nuia,58.103333299999996,25.562777800000003,31.33,97.0,92.0,11.68
24130,mx,minatitlan,19.366667,-104.06666700000001,68.14,93.0,36.0,3.13
38500,ru,tashtyp,52.793889,89.898333,26.83,69.0,0.0,7.43
7584,cr,guacimo,10.21044,-83.680666,69.8,73.0,0.0,16.11
5688,cl,penco,-36.733333,-72.983333,55.4,87.0,0.0,9.17
39413,se,falun,60.6,15.633332999999999,30.2,86.0,0.0,14.99
44680,us,raton,36.9033333,-104.43861109999999,44.83,48.0,1.0,4.7
35284,ru,baranchinskiy,58.1617,59.6991,26.07,77.0,88.0,8.1
33449,ro,luncavita,45.083333,22.266667,41.0,93.0,36.0,8.05
8775,de,emden,53.36666700000001,7.216667,43.72,87.0,75.0,11.41
771,at,zell am see,47.316666999999995,12.783333,26.6,86.0,75.0,8.05
7084,co,monterrey,4.872057,-72.898791,64.86,86.0,0.0,2.24
24290,mx,penjamillo,20.1,-101.9,,,,
21558,jp,matsumoto,36.233333,137.966667,42.8,52.0,75.0,1.12
23483,mx,cacahuatepec,16.616667,-98.15,,,,
7128,co,ospina,1.059503,-77.565539,47.49,83.0,24.0,2.01
8590,de,bielefeld,52.033333,8.533333,41.0,93.0,75.0,17.22
16753,il,gedera,31.814560999999998,34.779979,56.01,53.0,0.0,2.24
14348,gr,velon,37.966666700000005,22.7666667,,,,
30515,ph,tiwi,13.4585,123.6805,83.62,79.0,36.0,5.14
15328,ht,pignon,19.3333333,-72.1166667,68.32,92.0,92.0,3.02
24622,mx,tenancingo,19.147222,-98.18055600000001,36.06,82.0,0.0,2.01
11479,fr,castres,43.604991999999996,2.243259,37.4,69.0,90.0,8.05
5074,ca,vanderhoof,54.016667000000005,-124.016667,7.21,70.0,12.0,2.35
4913,ca,riviere-au-renard,48.983333,-64.383333,26.6,79.0,75.0,5.82
25598,nl,leusden,52.115122,5.40549,43.7,93.0,90.0,4.7
22319,lk,moratuwa,6.7733333,79.8825,82.4,74.0,20.0,12.75
32666,ro,ciocile,44.816666999999995,27.233333000000002,30.25,95.0,24.0,4.29
7178,co,pizarro,2.101944,-78.72166700000001,77.01,100.0,92.0,6.42
45756,us,robinson,31.4675,-97.1144444,64.4,93.0,90.0,11.41
37212,ru,nikologory,56.141298,41.992185,33.22,96.0,92.0,10.96
46802,zm,solwezi,-12.183333300000001,26.4,70.26,87.0,44.0,4.36
39701,sk,sturovo,47.8,18.7333333,31.19,74.0,75.0,11.41
21401,jp,iwai,36.05,139.9,54.5,46.0,75.0,3.36
43677,us,caribou,46.860555600000005,-68.0125,27.84,92.0,90.0,4.7
43473,us,plainfield,39.7041667,-86.39944440000001,34.59,93.0,1.0,2.35
27598,ph,bungsuan,11.2404,122.6976,79.21,89.0,80.0,4.36
15973,hu,sasd,46.255196999999995,18.107757,21.88,85.0,20.0,5.3
30342,ph,tagudin,16.0806,119.9539,74.22,95.0,64.0,2.39
10726,es,brenes,37.549445,-5.871389,38.43,52.0,0.0,12.75
5320,ch,delemont,47.366429,7.329005,30.22,74.0,90.0,4.7
27057,ph,anticala,9.004444,125.645278,83.31,92.0,20.0,5.37
46259,uz,muborak,39.2552778,65.1527778,27.37,67.0,80.0,4.59
46260,uz,namangan,40.9952778,71.6725,30.2,86.0,90.0,2.24
11386,fr,avignon,43.945403999999996,4.810226,35.28,55.0,0.0,11.41
8156,cz,nove mesto na morave,49.562994,16.074353,30.69,86.0,75.0,5.82
15055,hn,ojos de agua,14.7,-88.8166667,65.44,99.0,92.0,1.72
40611,tr,istanbul,41.018611,28.964722,59.86,77.0,75.0,6.93
2973,br,guariba,-21.35,-48.233333,71.6,94.0,0.0,3.62
22145,kz,ayagoz,47.971389,80.439167,18.19,67.0,32.0,8.43
30381,ph,talospatang,15.9179,120.4496,78.13,96.0,88.0,3.13
5729,cm,akom,2.7833333,10.566666699999999,,,,
30276,ph,surop,6.390351,126.145581,,,,
5248,cg,loandjili,-4.7561111,11.857777800000001,78.8,94.0,90.0,5.82
36408,ru,kokorevka,52.5874,34.2692,33.8,100.0,90.0,6.71
36756,ru,ladovskaya balka,45.629649,41.402309,36.1,90.0,44.0,1.79
36687,ru,kungur,57.4368,56.9593,25.75,89.0,92.0,12.12
27127,ph,bacon,13.037778,124.04111100000001,82.27,100.0,36.0,8.43
8577,de,bergkamen,51.633333,7.633333,39.81,93.0,90.0,9.17
37572,ru,pechenga,69.56101,31.220236,28.4,86.0,90.0,14.99
34076,ro,sacele,45.616667,25.683332999999998,21.66,85.0,80.0,2.39
30850,pk,kotri,25.366004,68.312155,70.89,41.0,0.0,14.81
35876,ru,gerzel-aul,43.247283,46.402488,36.64,62.0,24.0,2.35
28394,ph,josefina,8.2,123.53333300000001,82.41,83.0,64.0,4.63
35438,ru,bograd,54.234443999999996,90.832778,17.6,92.0,8.0,6.71
24916,mx,zacatelco,19.215278,-98.238889,36.06,82.0,0.0,2.01
43815,us,potomac,39.018055600000004,-77.2088889,32.97,69.0,1.0,2.8
28838,ph,magapit,18.107882999999998,121.677051,76.47,97.0,92.0,7.16
5535,ch,wattwil,47.302253,9.08757,31.08,99.0,90.0,2.24
36799,ru,lesnoy,59.780995999999995,52.128377,25.89,90.0,92.0,9.62
2639,br,canguaretama,-6.383333,-35.133333,74.53,92.0,92.0,6.93
30723,pk,dadu,26.732865000000004,67.776306,63.06,76.0,0.0,6.87
21501,jp,kodama,36.183333000000005,139.133333,53.6,46.0,20.0,4.7
32747,ro,cordareni,47.983333,26.583333000000003,32.0,63.0,0.0,9.17
14501,gt,joyabaj,14.995,-90.806111,60.8,87.0,90.0,18.34
39804,sn,dagana,16.5166667,-15.5,,,,
5191,cd,mushie,-3.016667,16.9,76.29,92.0,68.0,2.39
9415,de,oerlinghausen,51.966667,8.666667,41.02,93.0,75.0,11.41
5376,ch,jona,47.230265,8.841838000000001,31.1,92.0,75.0,1.12
38659,ru,tver,56.860491,35.876027,22.69,97.0,92.0,3.29
32801,ro,craiova,44.316666999999995,23.8,32.0,99.0,0.0,11.41
30906,pk,naudero,27.66477,68.362174,62.6,39.0,20.0,9.17
5889,cn,daan,29.382222,106.015,43.71,84.0,80.0,2.91
19746,in,vetapalem,15.783332999999999,80.31666700000001,80.34,92.0,24.0,12.08
8410,cz,zakupy,50.684909999999995,14.646469,32.0,89.0,40.0,20.8
21228,jp,asahi,35.716667,140.65,55.4,66.0,75.0,8.05
21103,it,vasto,42.116667,14.7,44.6,75.0,88.0,3.36
16229,id,ciamis,-7.3257,108.3534,78.36,96.0,36.0,2.01
42476,us,piedmont,37.8244444,-122.23055559999999,48.22,66.0,1.0,6.93
27620,ph,busok,6.506111,124.59888899999999,82.72,95.0,8.0,3.91
37167,ru,neftegorsk,44.3658,39.7078,25.62,88.0,92.0,14.14
